file_name,text
image_83,"ඉහළයාගොඩ , යාගොඩ"
image_831,සුපුන් සයුරංග
image_832,හෙට්ටිපතිරණ ආරච්චිගේ
image_833,සුපුන් සයුරංග
image_835,ශ්‍රී ලාංකික
image_840,"නො. 54/3,  ඉදිගහමුල, කඩවත"
image_841,කඩවත
image_845,අවිවාහක
image_847,මොරටුව මොරටුව විශ්වවිද්‍යාලය
image_848,වික්‍රමසිංහ කරුණාරත්න මුදියන්සේලාගේ හංසිනි
image_849,ස්ත්‍රී
image_85,වරිපනම් ගෙවීම පිළිබදව
image_850,"අංක 641/2B, ගුවන්තොටුපල පාර අනුරාධපුර"
image_851,ඉතිහාසය
image_852,ගණිතය
image_853,සිංහල
image_854,විද්‍යාව
image_855,බුද්ධාගම
image_856,ඉංග්‍රීසි සාහිත්‍යය
image_857,සිංහල සාහිත්‍යය
image_858,ගිණුම්කරණ විද්‍යාව
image_859,තොරතුරු තාක්ෂණය
image_86,2023 වර්ෂය සදහා
image_87,සිංහල
image_870,ගීගන ආරච්චිගේ ගල්කන්ද නිශිකා තරණි
image_874,බොල්ගල්ලෑව කණිෂ්ඨ
image_876,මානෙල් නෙලූකා ද සිල්වා
image_877,"177 , උතුරු බටගම , ජා ඇල"
image_878,කොළඹ
image_879,ඉංජිනේරු
image_88,නැත
image_880,මුතු හංසමාලි පෙරේරා
image_881,ස්ත්‍රී
image_882,කොළඹ
image_883,නැත
image_884,රියදුරු
image_888,කවිමාල් පෙරේරා
image_89,නැත
image_891,සෞඛ්‍ය මධ්‍යස්ථානය ගල්ලන්දල
image_892,පවුල් සෞඛ්‍ය සේවා නිලධාරිනී
image_893,දොඩංගොඩ ගමගේ රේණුකා නන්දනී
image_894,පියා
image_895,සහෝදර
image_896,පුරුෂ
image_897,ස්ත්‍රී
image_898,පුරුෂ
image_899,විවාහක
image_9,R.A ෂෙරිෆ්
image_90,ඔව්
image_900,විවාහක
image_901,අව්වාහක
image_902,කාර්මික
image_904,ශිෂ්‍ය
image_905,කලන ඉඳුවර
image_909,රුපියල් පන්දහසයි
image_911,රුපියල් පන්දහස් පනහයි (මහපොළ)
image_912,නැත
image_913,සඳුන් ඉඳුවර
image_914,"105 බෞද්ධාලෝක මාවත, කොළඹ"
image_915,අක්ෂි
image_917,රත්නායක
image_918,පොලොන්නරුව
image_919,"යාය 2 , පොළොන්නරුව"
image_920,පොළොන්නරුව
image_924,සංස්ථා
image_925,වැලි ගල් එකලස් සංගමය
image_926,සංස්ථා වැලි ගල් එකලස් සංගමය
image_927,සවල
image_928,පුරුෂ
image_929,"කොටිකාවත්ත පාර, ගොතටුව නව නගරය, අංගොඩ"
image_932,තනි අයිතිය
image_933,මෘදුකාංග ඉංජිනේරු ආයතනයකි
image_934,"රාජ්‍ය කම්හල පාර ,"
image_935,"වැල්ලම්පිටිය , ගොතටුව"
image_936,ශාන්ත සහන් කොඩිතුවක්කු
image_937,කමිදු ගාල්ලගේ පීරිස්
image_939,මෘදුකාංග ඉංජිනේරු
image_94,කොහුබත් සෑදීම
image_943,කාප්‍රසාපණි
image_944,කොළඹ
image_945,ගලිගමුව
image_946,හත්කෝරළය
image_947,ස්ත්‍රී
image_949,කෝණාරගමගේලාගේ නෙතුලි සිහංසා අල්විස් පෙරේරා
image_95,කුරුණෑගල නිවස පිහිටි ඉඩම
image_951,"නො. 53/1, මැද මාවත,"
image_952,පන්සල පාර ·
image_953,ගලිගමුව
image_956,කෝ . නිශාන්න ගමගේ අල්විස් පෙරේරා
image_958,කොඩිගමුව ගනේමුල්ල
image_959,අප්‍රේල්
image_960,කොට්ටාව
image_961,කෝට්ටේ
image_963,ඉසුරු මලීෂ සුලක්ෂණ රණසිංහ
image_965,"පන්සල පාර , කොට්ටාව , පන්නිපිටිය"
image_966,ඉංජිනේරු පීඨය
image_967,මහරගම
image_968,පොල්ගහවෙල
image_97,පොල්ලෙලි
image_971,පොල්ගහවෙල
image_972,ඉරෝෂ ප්‍රේමචන්ද්‍ර
image_973,පොල්ගහවෙල ජාතික පාසල
image_974,සරත් ප්‍රේමචන්ද්‍ර
image_975,"කුලියාපිටිය කුලියාපිටිය පාර , පොල්ගහවෙල"
image_976,කුමාර තිරිමාදුර
image_977,"කුලියාපිටිය පාර,"
image_978,ඉඩම
image_979,කළුතර
image_98,පැකට් කර නිවසේ සිටම විකිණීම
image_980,මවගෙන්
image_981,දිනේෂ් කාරියවසම්
image_982,"නො 88/2 , රාවතාවත්ත , මොරටුව ,"
image_984,අනුර වික්‍රමසිංහ වික්‍රමසිංහ
image_985,දොන් ඩේවිඩ් හේවාවිතාරණ
image_986,"නො: 66/5 , අළුබෝමුල්ල , ඕපාත , ගාල්ල."
image_988,ජහුටා ඉන්ටර්නැෂනල්ස්
image_99,යන්ත්‍ර සූත්‍ර
image_1089,ඔහුත් මමත් හඳහන දැඩිව විශ්වාස කරන්නෙවත්
image_1090,මම ඉඳීවී
image_1091,මගේ සොඳුරිය
image_1092,වැටි වැටී නැගිටපන්
image_1093,වැටෙන්නේ නෑ කියලා
image_1094,වර්තමාන ශ්‍රී ලංකා පාර්ලිමේන්තුව ජාතිය ගොඩනැගීමේ අභ්‍යාසය තුළ
image_1095,මෙගා ඩීල් ගැන ඡන්ද කාලයේදී
image_1096,සාම්ප්‍රදායික කලාකරුවන්ගේ හැකියාවන් අනාගත පරපුරට ගෙනයෑම අභියෝගයක්
image_1097,ෆේස්බුක් තහනම් කරනවාට මා නම් කැමැති නැහැ
image_1098,ටී උණ්ඩ සමඟ අත්අඩංගුවට ගත්
image_1099,සියඹලාණ්ඩුව පොලිසිය මඟින් ඊයේ ටී උණ්ඩක් එම්එම් වර්ගයේ උණ්ඩ
image_1100,ඔබ අලුතෙන් නිවසක් සෑදීමටද කල්පනාවනැතිනම් හදපු නිවස වෙනස්
image_1101,ප්‍රවෘත්ති නිවේදනය වෘත්තීය ක්‍රියාමාර්ග අවසන්
image_1102,අහිංසක මනුස්සයට බනින්න එපා බං නම දාගත්ත විතරයි
image_1103,අහිංසක මනුස්සයට බනින්න එපා බං නම දාගත්ත විතරයි
image_1104,සිරියාවේ සංස්කෘතික උරුම සංරක්ෂණයට සඳහා ජපාන සහයජුනි
image_1105,රවීන් යසස් නිමේෂ් චතුරංග සසිදු සත්සර ශොහාන්
image_1106,කුරු‍ටු ගෑවේ ෴ වේලාව ලගයි ෴
image_1107,අමෙරිකානු ඩොලරයට සාපේක්ෂව දිගින් දිගටම අවප්‍රමාණ්‍ය වූ රුපියල
image_1108,පරිවාර පාළියේ භික්ඛුණී විභඞ්ගයට අනුව
image_1109,වකවානුව මෙරට ඉතිහාසයේ සුවිශේෂී කතාබහකට ලක්ව තිබේ ඒ
image_1110,සිතුම් පැතුම් ඉටු කරන චිත්ත
image_1111,හූනු පිටුව ආයෙත් ආව
image_1112,මැලේසියාවේ දී පැවැත්වෙන ආසියානු රග්බි ශූරතාවලියේ ශ්‍රී ලංකාව
image_1114,යෝග ව්‍යායාම් ප්‍රගුණ කර නැවතත් තරුණ වෙන්න
image_1115,අමුතු මොබයිල් ෆෝන් ඇප් එකක් වෙතින් එයි
image_1117,ගුඩ් ශෙඩ් එකේ රෑට විතර මමත් තනියම ඉඳල
image_1118,බිය සහ සාංකාව ජයගන්නේ කෙසේද
image_1119,පවතින දේශපාලන ගැටලුව විසඳාගැනීමෙන් පසුව නව කැබිනට් මණ්ඩලයක්
image_1120,හැම පැත්තෙන්ම ඇහෙන්නේ දුක් අඳෝනා
image_1122,සාපයට අපි බය නෑ
image_1123,තමන් වෙනුවෙන් මැරූ බව නොඇසූඅසූතං
image_1125,මාර්තුගුරුතුමීගේ ද්විත්ව චෙස් ඇදීම…
image_1126,මාර්තුගුරුතුමීගේ ද්විත්ව චෙස් ඇදීම…
image_1127,සන්ඩේ ලීඩර් පත්‍රයේ හිටපු කර්තෘ ෆ්‍රෙඩ්රිකා ජෑන්ස්
image_1128,තමන්ගේ විශ්‍රාම වැටුප් ප්‍රශ්නයක් සම්බන්ධයෙන් පසුගිය
image_1130,ඇමරිකානු යුධ නෞකා විනාශ කරන බවට උකොරියාවෙන් අනතුරු
image_1131,මං ඔයාට ඇත්තටම ආදරේ කරා රනූඒ
image_1132,අනේ මන්ද මටත් නම් ඔ්නි එකක් මොකක් වුණත්
image_1133,විකුණූ බැඳුම්කර යළි මිලදී ගන්න කැමති බව පර්පචුවල්
image_1134,ඇයි තනි අලියො එයාගෙ නම ‘ශුපර්නඛා භාග්‍යා‘ නෙ
image_1135,පසුගිය දා පැවති එක්සත් ජාතික
image_1137,සමාජ මාධ්‍ය තහනම ගැන පුළුල්
image_1139,ඒ ආදර්සෙන් කමක් නෑ බොරු කයිවාරු ගහලා
image_1140,මේ කතාව හරියටම හරි සියලු සැප සම්පත්
image_1141,ඒකනම් ඇත්ත ලමයි බෝනික්කෝ වගේ හදනව අපි
image_1143,දරුවන්ට සැප දෙනවා වාගේම දුකත්
image_1144,එන්න ටිකක් පමා වුනා වැඩ අධිකව තිබූ නිසා
image_1145,ගත යුතු දේ බොහොමයි
image_1146,මන්නාරම සමූහ මිනී වලෙන් මිනිස් සිරුරු කොටස්ක අස්ථි
image_1148,මීට අමතරව රට පුරා පිහිටි සතොස තොග ගබඩා
image_1149,සතොසත් පුද්ගලික අංශයට… තොග ගබඩා වසා
image_1150,රැය ත් මිය යා යුතු යි ඉර ඇවිදින්
image_1151,ජාතික ඔලිම්පික් කමිටුවේ මූල්‍ය අක්‍රමිකතා රැසක්
image_1152,ජාතික ඔලිම්පික් කමිටුවේ මූල්‍ය අක්‍රමිකතා රැසක් සිදුව
image_1153,සිතට දැනෙන මේ ලතැවුල් ඉවසන්නම්
image_1154,ජීවිතයේ කෙදිනක හෝ සැනසෙන්නට පතා ඔබෙන්
image_1155,ඉවසන්නම් කවදා හෝ ඔබ ලංවේ නම්
image_1156,හතර වටේහතර වටේ වසර ක් පැරණි මුල්ම සිළුමිණ
image_1157,මම හිතන්නේ ඒ කාලේ තිබුණ ආර්ථික සමාජ දේශපාලන
image_1158,අද කාලෙනම් මෙච්චර මාකටිං ඕන
image_1159,මේක බොහොම හොඳ ලිපියක් ඒ යුගයේ ලංකාවේ
image_1160,මේක බොහොම හොඳ ලිපියක් ඒ යුගයේ ලංකාවේ
image_1161,මට ඉස්කෝලෙ මොකක්ද කියන එක වැදගත්
image_1162,තිබැට් රටේ ප්‍රභූවරයා වන දලයි
image_1163,ළක්‍රිවී ව්‍යාපාරය මගින් අනුශාසකවරුන් සදහා තෛමාසිකව පළ
image_1164,ළක්‍රිවී ව්‍යාපාරය මගින් අනුශාසකවරුන් සදහා තෛමාසිකව පළ
image_1166,මම මේ සිඟිති සුරංගනාවිගෙ ලිපි
image_1167,එතනදි මනුස්සකම ඇකිලිලා යනවා සංවේදී බව නිර්වින්දනය
image_1168,ජාති ආගම් ලෙස භේද බින්න වෙමින් අවි
image_1169,ජාති ආගම් ලෙස භේද බින්න වෙමින් අවි
image_1170,ඒ සීතල යුද්ද ගිනි කඳු බවට පත් වී පුපුරා
image_1171,මෙතෙක් කලක් විදේශ ශ්‍රමිකයින් ඕස්ට්‍රේලියාවේ සේවා ආයතන
image_1172,මෙම වීසා ඛාණ්ඩ ද්විත්වය සඳහා
image_1173,කොරියානු භාෂා ප්‍රවීනතා විභාගය අද
image_1174,විදෙස් රැකියා කර යළි ආ
image_1175,ලොව දැවැන්තම භාණ්ඩ ප්‍රවාහන ගුවන් යානය පසුගියදා මත්තල ගුවන්
image_1176,වෙලාවක් හම්බවුනොත් සප් එකක් දෙන්න සහෝ
image_1178,ඉරිදා දවසෙ උදේම විද්‍යා පන්තිය ඊට පස්සෙ ගණිතය පන්තිය
image_1180,ඒ කාලෙ අපි පන්ති යන අස්සෙ
image_1181,ඒ කාලෙ අපි පන්ති යන අස්සෙ
image_1182,ගණිතය විද්‍යාව අතිරේක පන්ති ආගිය
image_1183,ගණිතය විද්‍යාව අතිරේක පන්ති ආගිය
image_1184,කොහොමින් කොහොම අවුරුදු ක්ම මේ ගුරුවරු දෙපලගෙන් ඉගෙන
image_1185,ජීවන්තයගෙ ශෝකාබරිත යුනිකෝඩ් වියමන යටින් මම ආයෙමත් ඇස් පියාගෙන
image_1187,සුභ ගමන් චානක සර්
image_1188,මමත් එහෙමයි පතන්නෙ උපන්නොත් මැරෙන බව දැන දැනම
image_1190,හෙරක්ලියන් නම් පුරාණ නගරය මුහුද විසින්
image_1191,චානක ගුරුතුමාට නිවන් සුවමාත් ඉගෙන
image_1192,හ්ම්අපි ඉංග්‍රීසි පන්ති ගිය ලයනල් සර්
image_1195,ඔහු ඉතා දක්ෂයි ගාමින්ද රේසින් කාර් තරගයක් බලන්න ගියත්
image_1196,ඔහු ඉතා දක්ෂයි ගාමින්ද රේසින් කාර් තරගයක් බලන්න ගියත්
image_1198,එතුමාට නිවන් සුව
image_1199,මුල ඉඳන් කතාව කියවගෙන එද්දී
image_1200,චානක සර්ගේ අවසන් කටයුතු වලට සහභාගී
image_1201,මෙ වගේ අනපේක්ශිත සමු ගැනීම් ලොකු වේදනාවක්
image_1202,අපිට යහපත් දේ දුන්න කෙනෙක්
image_1203,සමාධියෙ උගන්නපු අපෙත් සර් කෙනෙක් හිටියා ඒලෙවල් වලට
image_1204,චානක සර්ට නිවන් සුව ප්‍රර්ථනා කරනවා
image_1205,චානක සර්ට නිවන් සුව ප්‍රර්ථනා කරනවා
image_1206,සුබ දවසක් යාළුවෝ හැමෝටම එකේ
image_1208,සුබ දවසක් යාළුවෝ හැමෝටම එකේ අද ඔයාලාට
image_1209,සංජීව උඹට හොඳ වැඩේය ලංකාවේ
image_1211,අද සිට වැසි තත්ත්වයේ අඩුවක්
image_1212,සරාගී කිම්ගේ නැගණිය කිමිගේ අඩිපාරේ
image_1213,යහපාලන රජයේ ජාතික ලයිස්තුව නියෝජනය කරන ප්‍රබල සහ ජ්‍යෙෂ්ඨ
image_1214,ලබන්නා වූ සිංහල හා හින්දු අලුත්
image_1215,ලබන්නා වූ සිංහල හා හින්දු අලුත්
image_1216,මේ එම අවස්ථාවේ පිරිසක් විසින් ෆෙස්බුක් ලයිව් දෙන ලද
image_1217,ජනප්‍රිය සිනමා නිළි ගීතා කුමාරසිංහ මහත්මියගේ පාර්ලිමේන්තු මන්ත්‍රීධුරය
image_1218,හිටපු ආරක්ෂක ලේකම් ගෝඨාභයට විදේශ ගත
image_1219,හිටපු ආරක්ෂක ලේකම් ගෝඨාභයට විදේශ ගත වීමට අවසර
image_1220,පරාක්‍රම සමුද්‍රයේ කැළි කසළ ගැටලූව ජනපතිගේ දැඩි
image_1221,ශ්‍රී ලංකාව හා කුවේටය අතර
image_1222,වරාය පිහිටි නිම්නයේ කළ කැණීම්වලදී අපට
image_1224,ඒ අනුව දෙසැම්බර් වැනි දා
image_1225,මැදමුලන ඩීඒ රාජපක්ෂ කෞතුකාගාරය ඉදිකිරිමේ දී රාජ්‍ය
image_1226,මේක අපේ ජනකතාවක්
image_1227,මේ නටබුන් අතරින් ඉතා වැදගත් පුරාවිද්‍යාත්මක
image_1228,එදා මුලින්ම මාව ඉස්කෝලෙට බාර දීපු දවසේ
image_1229,මම කලින් පෝස්ට් වල ලියපු හොරෙන්
image_1230,ගුරුවරු සම්බන්ධව මට තියෙන අඳුරු මතකයන් මෙතනින් නිමා
image_1232,එක දවසක් මම අහම්බෙන් වගේ මගේ බයික් එකේ නැගල
image_1233,හරි එතන තමයි ගේ
image_1234,ඒ ගෙදර ඉස්සර තිබ්බ පෙනුම
image_1235,ඒ ගෙදර ඉස්සර තිබ්බ පෙනුම
image_1236,ඒ ගෙදර ඉස්සර තිබ්බ පෙනුම
image_1237,සමහරවිට ළමයි ලැබුනට පස්සේ අක්කල ජිවිතේ තේරුම්
image_1238,ඇලෙක්සැන්ඩි‍්‍රයාවට නිරිත දිගින් සැතැපුම්ක් දුරින් මධ්‍යධරණී මුහුදේ
image_1239,ඇලෙක්සැන්ඩි‍්‍රයාවට නිරිත දිගින් සැතැපුම්ක් දුරින් මධ්‍යධරණී මුහුදේ
image_1240,කියන්නේ බොරු ප්‍රශ්න ඇත්තේ සුළු
image_1241,ඇමති රාජිතගේ රෙදි සියල්ල ලිහා දමයි එලිපිට
image_1242,අපි දෙන්නා පොඩි එකක් දෙන්නම ඒක
image_1243,අදාළ පහරදීම හේතුවෙන් අදාළ පුද්ගලයාට තෙවැනි
image_1247,තමන් වෙනුවෙන් මාරූ බව නොඇසුඅසුත.
image_1248,ඔබ ඇඟේ දුවන ලෙයට යුතුකම් ටික ඉටු කරන්න.
image_1249,"මොරටුව විශ්වවිද්‍යාලය, කටුබැද්ද, මොරටුව"
image_1250,අම්මප කටේ මසුරං දාන්න ඕන
image_1251,පැහැදිලිවම ඇත්ත සමාජ විමර්ශන කරනවා නම් මොන්ටිසෝරි
image_1253,අහ් නැ නැ ඒක හරි
image_1254,සිය පෙම්වතා සමග මෝටර් සයිකලයේ
image_1255,මේ වගේ අකටයුතුකම් නවත්වන්න ආවේගශීලීව බෑ
image_1256,ඔහු හඳහන විශ්වාස කරනවද
image_1257,ඔහු හඳහන විශ්වාස කරනවද
